student_id,minor
549aa067-7361-48cf-9faf-9358a6266f81,"Fine/Studio arts, general"
a3bbdfa3-3cd7-46ce-8775-7075160759f6,"Business administration, management and operations, other"
0dec7d8c-277f-4618-bae5-0226ae7dd4ba,Business and innovation/Entrepreneurship teacher education
a23daaa4-29d5-4150-87ae-4f1d6731a9b4,Spanish language and literature
43845246-2fc6-4950-b992-e50917942f29,"Fine/Studio arts, general"
14f65d53-0684-45b6-8eeb-eebcb02a4263,Spanish language and literature
75da03e4-8adb-4fd3-a6a8-d0eaea5c91fd,Creative writing
9c2a4c85-b328-45f5-922b-dad9a5630cf6,"Fine/Studio arts, general"
7eca84d4-d2c4-46c1-8e5c-5af879914668,"Sociology, general"
7eca84d4-d2c4-46c1-8e5c-5af879914668,"African languages, literatures, and linguistics"
90e5dbe4-849d-4e95-90d5-226036c0c4cf,Chinese studies
001c43ba-1dcd-4a3a-b776-c9708dc3cff1,"Management information systems, general"
001c43ba-1dcd-4a3a-b776-c9708dc3cff1,"Human resources management/Personnel administration, general"
536842a4-9824-45a3-99e5-53f20d3bfa37,"Business administration, management and operations, other"
de68e87d-a4c7-46e0-a4c3-92803ff0e551,"Computer and information sciences,  other"
6c5422a1-ccfc-4918-ae27-4b0204f2ff5b,Health professions and related programs
95acc42a-f697-4321-b3dc-521f01f693b9,International business/Trade/Commerce
f1677bcb-c6c6-42f5-8ca8-b3c471649ab2,
6934cc04-f912-4288-a429-31d2250a0269,"Education, general"
3586b2ae-c996-48c7-b0ee-636e9fb12c9d,"Education, general"
b1ead61a-37b5-4506-8a3e-b02197ac0908,Spanish language and literature
ac74eab2-5d79-4ca7-bcc7-f2f7c7034040,"Economics, general"
065cf53c-6dc3-45f7-b5db-967a27f0de22,"Mathematics, general"
c06811c1-3a63-4b1f-9620-42a677c7cb4d,"Psychology, general"
7d0d1239-9c38-4ae4-9d93-739cbb60ea58,International business/Trade/Commerce
72921ab3-8ace-4217-86c9-8aa5b69d8327,Spanish language and literature
72cf27fe-a0d7-45fe-b90e-d1b78821dbd2,Medical anthropology
ae2af41d-9c93-45b3-bcda-cba03bbdcfac,"History, general"
e11e6453-6a3c-4dd1-a9b2-2b06deb03938,"Business administration, management and operations, other"
e265a074-1421-485d-bc25-f99cf4846494,"Business administration, management and operations, other"
6b1b0f2d-c6bf-4d13-bab7-59a6ad368d99,French studies
f0030db8-4c47-46d7-8a3a-d14da504013a,"Marketing/Marketing management, general"
